Number	Token	Language	Named Entity	POS	Universal Dependency	Sentence
6233	durante	Spn	O	ADP	ADP	s251
6234	la	Spn	O	DET	DET	s251
6235	noche	Spn	O	NOUN	NOUN	s251
6236	y	Spn	O	CONJ	CCONJ	s251
6237	que	Spn	O	CONJ	SCONJ	s251
6238	ahora	Spn	O	ADV	ADV	s251
6239	sólo	Spn	O	ADV	ADV	s251
6240	se	Spn	O	PRT	PART	s251
6241	asoma	Spn	O	VERB	VERB	s251
6242	un	Spn	O	DET	DET	s251
6243	cachito	Spn	O	NOUN	NOUN	s251
6244	,	Spn	O	.	PUNCT	s251
6245	all	Eng	O	ADV	ADV	s251
6246	smashed	Eng	O	ADJ	ADJ	s251
6247	,	Eng	O	.	PUNCT	s251
6248	Wicked	Eng	O/ORG	NOUN	PROPN	s251
6249	Witch	Eng	O/ORG	NOUN	PROPN	s251
6250	of	Eng	O/ORG	ADP	ADP	s251
6251	the	Eng	O/ORG	DET	DET	s251
6252	West	Eng	O/ORG	ADJ	ADJ	s251
6253	flat	Eng	O	NOUN	NOUN	s251
6254	,	Eng	O	.	PUNCT	s251
6255	under	Eng	O	ADP	ADP	s251
6256	the	Eng	O	DET	DET	s251
6257	still-damp	Eng	O	ADJ	ADJ	s251
6258	flowers	Eng	O	NOUN	NOUN	s251
6259	and	Eng	O	CONJ	CCONJ	s251
6260	branches	Eng	O	NOUN	NOUN	s251
6261	.	Eng	O	.	PUNCT	s251
6262	A	Eng	O	DET	DET	s252
6263	little	Eng	O	ADJ	ADJ	s252
6264	farther	Eng	O	ADV	ADV	s252
6265	,	Eng	O	.	PUNCT	s252
6266	to	Eng	O	ADP	ADP	s252
6267	the	Eng	O	DET	DET	s252
6268	right	Eng	O	NOUN	NOUN	s252
6269	,	Eng	O	.	PUNCT	s252
6270	al	Spn	O	ADP	ADP	s252
6271	otro	Spn	O	ADJ	ADJ	s252
6272	lado	Spn	O	NOUN	NOUN	s252
6273	de	Spn	O	ADP	ADP	s252
6274	la	Spn	O	DET	DET	s252
6275	avenida	Spn	O	NOUN	NOUN	s252
6276	Las	Spn	LOCATION/O	NOUN	NOUN	s252
6277	Heras	Spn	LOCATION/LUG	NOUN	PROPN	s252
6278	(	Spn	O	.	PUNCT	s252
6279	The	Eng	O/LUG	DET	DET	s252
6280	Hairs	Eng	O/LUG	NOUN	PROPN	s252
6281	,	Eng	O	.	PUNCT	s252
6282	we	Eng	O	PRON	PRON	s252
6283	call	Eng	O/ORG	VERB	VERB	s252
6284	it	Eng	O/ORG	PRON	PRON	s252
6285	)	Eng	O	.	PUNCT	s252
6286	,	Eng	O	.	PUNCT	s252
6287	the	Eng	O	DET	DET	s252
6288	neon	Eng	O	ADJ	ADJ	s252
6289	sign	Eng	O	NOUN	NOUN	s252
6290	for	Eng	O	ADP	ADP	s252
6291	the	Eng	O	DET	DET	s252
6292	Farmacia	Spn	ORGANIZATION/ORG	NOUN	PROPN	s252
6293	del	Spn	ORGANIZATION/ORG	ADP	ADP	s252
6294	Botánico	Spn	ORGANIZATION/ORG	NOUN	PROPN	s252
6295	has	Eng	O	VERB	AUX	s252
6296	just	Eng	O	ADV	ADV	s252
6297	come	Eng	O	VERB	VERB	s252
6298	on	Eng	O	PRT	PART	s252
6299	.	Eng	O	.	PUNCT	s252
6300	It	Eng	O	PRON	PRON	s253
6301	glows	Eng	O	VERB	VERB	s253
6302	comfortingly	Eng	O	ADV	ADV	s253
6303	green	Eng	O	ADJ	ADJ	s253
6304	en	Spn	O	ADP	ADP	s253
6305	la	Spn	O	DET	DET	s253
6306	fuzzy	Eng	O	ADJ	ADJ	s253
6307	penumbra	Spn	O	NOUN	NOUN	s253
6308	del	Spn	O	ADP	ADP	s253
6309	crepúsculo	Spn	O	NOUN	NOUN	s253
6310	,	Spn	O	.	PUNCT	s253
6311	al	Spn	O	ADP	ADP	s253
6312	lado	Spn	O	ADP	ADP	s253
6313	del	Spn	O	ADP	ADP	s253
6314	chillón	Spn	O	ADJ	ADJ	s253
6315	blue-white	Eng	O	ADJ	ADJ	s253
6316	sign	Eng	O	NOUN	NOUN	s253
6317	for	Eng	O	ADP	ADP	s253
6318	the	Eng	O	DET	DET	s253
6319	supermercado	Spn	O	ADJ	ADJ	s253
6320	Disco	Spn	O/ORG	NOUN	PROPN	s253
6321	.	Spn	O	.	PUNCT	s253
6322	Closer	Eng	O/PERS	ADV	ADV	s254
6323	,	Eng	O	.	PUNCT	s254
6324	just	Eng	O	ADV	ADV	s254
6325	across	Eng	O	ADP	ADP	s254
6326	República	Spn	LOCATION/ORG	NOUN	PROPN	s254
6327	Arabe	Spn	LOCATION/ORG	NOUN	PROPN	s254
6328	Siria	Spn	LOCATION/ORG	NOUN	PROPN	s254
6329	(	Spn	O	.	PUNCT	s254
6330	ex	Spn	O	ADJ	ADJ	s254
6331	Malabia	Spn	LOCATION/LUG	NOUN	PROPN	s254
6332	,	Spn	O	.	PUNCT	s254
6333	insiste	Spn	O	VERB	VERB	s254
6334	la	Spn	O	DET	DET	s254
6335	landlady	Eng	O	NOUN	NOUN	s254
6336	,	Eng	O	.	PUNCT	s254
6337	la	Spn	O	DET	DET	s254
6338	Dra	Spn	O/ORG	X	X	s254
6339	.	Spn	O	.	PUNCT	s254
6340	Susana	Spn	PERSON/PERS	NOUN	PROPN	s254
6341	Lustig	Eng	PERSON/PERS	NOUN	PROPN	s254
6342	—	Eng	O	.	PUNCT	s254
6343	g	Eng	O	X	X	s254
6344	Menem	Eng	O/PERS	NOUN	PROPN	s254
6345	quien	Spn	O	ADP	ADP	s254
6346	le	Spn	O	PRON	PRON	s254
6347	cambió	Spn	O	VERB	VERB	s254
6348	el	Spn	O	DET	DET	s254
6349	nombre	Spn	O	NOUN	NOUN	s254
6350	)	Spn	O	.	PUNCT	s254
6351	some	Eng	O	ADV	ADV	s254
6352	of	Eng	O	ADP	ADP	s254
6353	the	Eng	O	DET	DET	s254
6354	feral	Eng	O	ADJ	ADJ	s254
6355	cats	Eng	O	NOUN	NOUN	s254
6356	are	Eng	O	VERB	AUX	s254
6357	beginning	Eng	O	VERB	VERB	s254
6358	their	Eng	O	DET	DET	s254
6359	nightly	Eng	O	ADJ	ADJ	s254
6360	yowl-session	Eng	O	NOUN	NOUN	s254
6361	(	Eng	O	.	PUNCT	s254
6362	ni	Spn	O	ADV	ADV	s254
6363	que	Spn	O	CONJ	SCONJ	s254
6364	fueran	Spn	O	VERB	VERB	s254
6365	tan	Spn	O	ADV	ADV	s254
6366	feral	Eng	O	ADJ	ADJ	s254
6367	:	Eng	O	.	PUNCT	s254
6368	they’re	Eng	O	PRON	PRON	s254
6369	fed	Eng	O	VERB	VERB	s254
6370	delish	Eng	O	ADJ	ADJ	s254
6371	Argentine	Eng	O/ORG	ADJ	ADJ	s254
6372	groundround	Eng	O/ORG	X	X	s254
6373	,	Eng	O	.	PUNCT	s254
6374	todos	Spn	O	ADJ	ADJ	s254
6375	los	Spn	O	DET	DET	s254
6376	días	Spn	O	NOUN	NOUN	s254
6377	,	Spn	O	.	PUNCT	s254
6378	by	Eng	O	ADP	ADP	s254
6379	some	Eng	O	ADV	ADV	s254
6380	viejitas	Spn	O	NOUN	NOUN	s254
6381	del	Spn	O	ADP	ADP	s254
6382	barrio	Spn	O	NOUN	NOUN	s254
6383	!	Spn	O	.	PUNCT	s254
6384	)	Spn	O	.	PUNCT	s254
6385	y	Spn	O	CONJ	CCONJ	s254
6386	veo	Spn	O	VERB	VERB	s254
6387	uno	Spn	O	DET	DET	s254
6388	chiquitito	Spn	O	NOUN	NOUN	s254
6389	,	Spn	O	.	PUNCT	s254
6390	a	Eng	O	DET	DET	s254
6391	blue-grey	Eng	O	ADJ	ADJ	s254
6392	,	Eng	O	.	PUNCT	s254
6393	shorthaired	Eng	O	ADJ	ADJ	s254
6394	kitten	Eng	O	NOUN	NOUN	s254
6395	,	Eng	O	.	PUNCT	s254
6396	algo	Spn	O	NOUN	NOUN	s254
6397	cojo	Spn	O	ADJ	ADJ	s254
6398	and	Eng	O	CONJ	CCONJ	s254
6399	with	Eng	O	ADP	ADP	s254
6400	one	Eng	O	NUM	NUM	s254
6401	milky	Eng	O	ADJ	ADJ	s254
6402	eye	Eng	O	NOUN	NOUN	s254
6403	.	Eng	O	.	PUNCT	s254
6404	Ayer	Spn	ORGANIZATION/O	ADV	ADV	s255
6405	el	Spn	ORGANIZATION/O	DET	DET	s255
6406	Juvenil	Spn	ORGANIZATION/OTROS	NOUN	PROPN	s255
6407	lo	Spn	O	PRON	PRON	s255
6408	recogió	Spn	O	VERB	VERB	s255
6409	,	Spn	O	.	PUNCT	s255
6410	scooped	Eng	O	VERB	VERB	s255
6411	his	Eng	O	DET	DET	s255
6412	skinny	Eng	O	ADJ	ADJ	s255
6413	,	Eng	O	.	PUNCT	s255
6414	quivering	Eng	O	ADJ	ADJ	s255
6415	body	Eng	O	NOUN	NOUN	s255
6416	up	Eng	O	ADP	ADP	s255
6417	and	Eng	O	CONJ	CCONJ	s255
6418	held	Eng	O	VERB	VERB	s255
6419	him	Eng	O	PRON	PRON	s255
6420	close	Eng	O	ADV	ADV	s255
6421	to	Eng	O	ADP	ADP	s255
6422	his	Eng	O	DET	DET	s255
6423	chest	Eng	O	NOUN	NOUN	s255
6424	,	Eng	O	.	PUNCT	s255
6425	on	Eng	O	ADP	ADP	s255
6426	our	Eng	O	DET	DET	s255
6427	way	Eng	O	NOUN	NOUN	s255
6428	back	Eng	O	PRT	PART	s255
6429	home	Eng	O	NOUN	NOUN	s255
6430	from	Eng	O	ADP	ADP	s255
6431	lunch	Eng	O	NOUN	NOUN	s255
6432	at	Eng	O	ADP	ADP	s255
6433	Hermann’s	Spn	O	NOUN	NOUN	s255
6434	.	Spn	O	.	PUNCT	s255
6435	He	Eng	O	PRON	PRON	s256
6436	begged	Eng	O	VERB	VERB	s256
6437	and	Eng	O	CONJ	CCONJ	s256
6438	begged	Eng	O	VERB	VERB	s256
6439	for	Eng	O	ADP	ADP	s256
6440	us	Eng	O	PRON	PRON	s256
6441	to	Eng	O	PRT	PART	s256
6442	take	Eng	O	VERB	VERB	s256
6443	him	Eng	O	PRON	PRON	s256
6444	home	Eng	O	NOUN	NOUN	s256
6445	.	Eng	O	.	PUNCT	s256
6446	Por	Spn	O	ADP	ADP	s257
6447	poco	Spn	O	ADV	ADV	s257
6448	.	Spn	O	.	PUNCT	s257
6449	.	Spn	O	.	PUNCT	s257
6450	.	Spn	O	.	PUNCT	s257
6451	pero	Spn	O	ADP	ADP	s257
6452	no	Spn	O	ADV	ADV	s257
6453	.	Spn	O	.	PUNCT	s257
6454	We	Eng	O	PRON	PRON	s258
6455	can’t	Eng	O/ORG	VERB	VERB	s258
6456	honey	Eng	O	NOUN	NOUN	s258
6457	,	Eng	O	.	PUNCT	s258
6458	le	Spn	O	PRON	PRON	s258
6459	dije	Spn	O	VERB	VERB	s258
6460	.	Spn	O	.	PUNCT	s258
6461	No	Spn	O	ADV	ADV	s259
6462	ves	Spn	O	VERB	VERB	s259
6463	como	Spn	O	ADP	ADP	s259
6464	cojea	Spn	O	VERB	VERB	s259
6465	?	Spn	O	.	PUNCT	s259
6466	Plus	Eng	O	CONJ	CCONJ	s260
6467	he’s	Eng	O	PRON	PRON	s260
6468	got	Eng	O	VERB	VERB	s260
6469	a	Eng	O	DET	DET	s260
6470	sick	Eng	O	ADJ	ADJ	s260
6471	eye	Eng	O	NOUN	NOUN	s260
6472	and	Eng	O	CONJ	CCONJ	s260
6473	you	Eng	O	PRON	PRON	s260
6474	know	Eng	O	VERB	VERB	s260
6475	he’s	Eng	O	PRT	PART	s260
6476	covered	Eng	O	ADJ	ADJ	s260
6477	in	Eng	O	ADP	ADP	s260
6478	pulgas	Spn	O	NOUN	NOUN	s260
6479	.	Spn	O	.	PUNCT	s260
6480	Con	Spn	O	ADP	ADP	s261
6481	eso	Spn	O	PRON	PRON	s261
6482	,	Spn	O	.	PUNCT	s261
6483	el	Spn	O	DET	DET	s261
6484	intermitentemente	Spn	O	ADV	ADV	s261
6485	fastidious	Eng	O	ADJ	ADJ	s261
6486	and	Eng	O	CONJ	CCONJ	s261
6487	gross-outable	Eng	O/OTROS	ADJ	ADJ	s261
6488	Juvenile	Eng	O/OTROS	NOUN	PROPN	s261
6489	set	Eng	O	VERB	VERB	s261
6490	him	Eng	O	PRON	PRON	s261
6491	,	Eng	O	.	PUNCT	s261
6492	gently	Eng	O	ADV	ADV	s261
6493	pero	Spn	O	CONJ	CCONJ	s261
6494	quickly	Eng	O	ADV	ADV	s261
6495	,	Eng	O	.	PUNCT	s261
6496	back	Eng	O	ADP	ADP	s261
6497	down	Eng	O	ADP	ADP	s261
6498	en	Spn	O	ADP	ADP	s261
6499	la	Spn	O	DET	DET	s261
6500	vereda	Spn	O	NOUN	NOUN	s261
6501	de	Spn	O	ADP	ADP	s261
6502	enfrente	Spn	O	ADP	ADP	s261
6503	.	Spn	O	.	PUNCT	s261
6504	Pero	Spn	O	CONJ	CCONJ	s262
6505	as	Eng	O	ADP	ADP	s262
6506	we	Eng	O	PRON	PRON	s262
6507	crossed	Eng	O	VERB	VERB	s262
6508	the	Eng	O	DET	DET	s262
6509	street	Eng	O	NOUN	NOUN	s262
6510	to	Eng	O	ADP	ADP	s262
6511	our	Eng	O	DET	DET	s262
6512	apartment	Eng	O	ADJ	ADJ	s262
6513	building	Eng	O	NOUN	NOUN	s262
6514	,	Eng	O	.	PUNCT	s262
6515	he	Eng	O	PRON	PRON	s262
6516	kept	Eng	O	VERB	AUX	s262
6517	turning	Eng	O	VERB	VERB	s262
6518	around	Eng	O	PRT	PART	s262
6519	pa	Spn	O	ADP	ADP	s262
6520	’	Spn	O	.	PUNCT	s262
6521	ver	Spn	O	VERB	VERB	s262
6522	si	Spn	O	ADV	ADV	s262
6523	le	Spn	O	PRON	PRON	s262
6524	seguía	Spn	O	VERB	VERB	s262
6525	ese	Spn	O	DET	DET	s262
6526	little	Eng	O	ADJ	ADJ	s262
6527	grey	Eng	O	ADJ	ADJ	s262
6528	kitten	Eng	O	NOUN	NOUN	s262
6529	.	Eng	O	.	PUNCT	s262
6530	Y	Spn	O	CONJ	CCONJ	s263
6531	me	Spn	O	PRON	PRON	s263
6532	miró	Spn	O	VERB	VERB	s263
6533	bien	Spn	O	ADV	ADV	s263
6534	grouchy	Eng	O	ADJ	ADJ	s263
6535	for	Eng	O	ADP	ADP	s263
6536	a	Eng	O	DET	DET	s263
6537	while	Eng	O	NOUN	NOUN	s263
6538	after	Eng	O	ADP	ADP	s263
6539	that	Eng	O	PRT	PART	s263
6540	.	Eng	O	.	PUNCT	s263
6541	The	Eng	O	DET	DET	s264
6542	lavender-dusk	Eng	O	ADJ	ADJ	s264
6543	sky	Eng	O	NOUN	NOUN	s264
6544	is	Eng	O	VERB	VERB	s264
6545	stained	Eng	O	ADJ	ADJ	s264
6546	a	Eng	O	DET	DET	s264
6547	darker	Eng	O	ADJ	ADJ	s264
6548	,	Eng	O	.	PUNCT	s264
6549	menacing	Eng	O	ADJ	ADJ	s264
6550	nearblack	Eng	O	ADJ	ADJ	s264
6551	above	Eng	O	ADP	ADP	s264
6552	the	Eng	O	DET	DET	s264
6553	stand	Eng	O	NOUN	NOUN	s264
6554	of	Eng	O	ADP	ADP	s264
6555	enormous	Eng	O	ADJ	ADJ	s264
6556	palmeras	Spn	O	NOUN	NOUN	s264
6557	,	Spn	O	.	PUNCT	s264
6558	just	Eng	O	ADV	ADV	s264
6559	inside	Eng	O	ADP	ADP	s264
6560	la	Spn	O	DET	DET	s264
6561	reja	Spn	O	NOUN	NOUN	s264
6562	del	Spn	O	ADP	ADP	s264
6563	Jardín	Spn	PERSON/OTROS	NOUN	PROPN	s264
6564	Botánico	Spn	PERSON/OTROS	NOUN	PROPN	s264
6565	.	Spn	O	.	PUNCT	s264
6566	Promete	Spn	O	VERB	AUX	s265
6567	llover	Spn	O	VERB	VERB	s265
6568	.	Spn	O	.	PUNCT	s265
6569	Del	Spn	O	ADP	ADP	s266
6570	otro	Spn	O	ADV	ADV	s266
6571	lado	Spn	O	NOUN	NOUN	s266
6572	del	Spn	O	ADP	ADP	s266
6573	Jardín	Spn	O/ORG	NOUN	PROPN	s266
6574	—	Spn	O	.	PUNCT	s266
6575	just	Eng	O/ORG	ADV	ADV	s266
6576	one	Eng	O/ORG	NUM	NUM	s266
6577	city	Eng	O/ORG	ADJ	ADJ	s266
6578	block	Eng	O/ORG	NOUN	PROPN	s266
6579	away	Eng	O/ORG	ADV	ADV	s266
6580	,	Eng	O	.	PUNCT	s266
6581	sobre	Spn	O	ADP	ADP	s266
6582	República	Spn	ORGANIZATION/LUG	NOUN	PROPN	s266
6583	de	Spn	ORGANIZATION/O	ADP	ADP	s266
6584	las	Spn	ORGANIZATION/O	DET	DET	s266
6585	Indias	Spn	ORGANIZATION/OTROS	NOUN	PROPN	s266
6586	,	Spn	O	.	PUNCT	s266
6587	donde	Spn	O	ADV	ADV	s266
6588	vive	Spn	O	VERB	VERB	s266
6589	la	Spn	O	DET	DET	s266
6590	escritora	Spn	O	NOUN	NOUN	s266
6591	Viv	Spn	PERSON/PERS	NOUN	PROPN	s266
6592	Gorbato	Spn	PERSON/PERS	NOUN	PROPN	s266
6593	(	Spn	O	.	PUNCT	s266
6594	amiga	Spn	O	NOUN	NOUN	s266
6595	del	Spn	O	ADP	ADP	s266
6596	David	Eng	PERSON/PERS	NOUN	PROPN	s266
6597	Foster	Eng	PERSON/PERS	NOUN	PROPN	s266
6598	,	Eng	O	.	PUNCT	s266
6599	but	Eng	O/ORG	CONJ	CCONJ	s266
6600	that’s	Eng	O/ORG	DET	DET	s266
6601	another	Eng	O/ORG	DET	DET	s266
6602	story)	Eng	O/ORG	X	X	s266
6603	—	Eng	O	.	PUNCT	s266
6604	)	Eng	O	.	PUNCT	s266
6605	think	Eng	O/ORG	VERB	VERB	s266
6606	I	Eng	O/ORG	PRON	PRON	s266
6607	can	Eng	O/ORG	VERB	AUX	s266
6608	hear	Eng	O/ORG	VERB	VERB	s266
6609	the	Eng	O/ORG	DET	DET	s266
6610	tiger	Eng	O/ORG	NOUN	PROPN	s266
6611	beginning	Eng	O/ORG	VERB	VERB	s266
6612	to	Eng	O/ORG	PRT	PART	s266
6613	wake	Eng	O/ORG	VERB	VERB	s266
6614	up	Eng	O/ORG	PRT	PART	s266
6615	.	Eng	O	.	PUNCT	s266
6616	Simón	Spn	O/PERS	NOUN	PROPN	s267
6617	,	Spn	O	.	PUNCT	s267
6618	el	Spn	O	DET	DET	s267
6619	mero	Spn	O	ADJ	ADJ	s267
6620	mero	Spn	O	ADJ	ADJ	s267
6621	tigre	Spn	O	NOUN	NOUN	s267
6622	de	Spn	O	ADP	ADP	s267
6623	Borges	Eng	PERSON/PERS	NOUN	PROPN	s267
6624	.	Eng	O	.	PUNCT	s267
6625	The	Eng	O	DET	DET	s268
6626	very	Eng	O	ADV	ADV	s268
6627	same	Eng	O	ADV	ADV	s268
6628	one	Eng	O	NOUN	NOUN	s268
6629	he	Eng	O	PRON	PRON	s268
6630	used	Eng	O	VERB	AUX	s268
6631	to	Eng	O	PRT	PART	s268
6632	gaze	Eng	O	VERB	VERB	s268
6633	at	Eng	O	ADP	ADP	s268
6634	,	Eng	O	.	PUNCT	s268
6635	for	Eng	O	ADP	ADP	s268
6636	hours	Eng	O	NOUN	NOUN	s268
6637	,	Eng	O	.	PUNCT	s268
6638	en	Spn	O	ADP	ADP	s268
6639	el	Spn	O	DET	DET	s268
6640	Zoológico	Spn	LOCATION/LUG	NOUN	PROPN	s268
6641	de	Spn	LOCATION/O	ADP	ADP	s268
6642	Buenos	Spn	LOCATION/LUG	NOUN	PROPN	s268
6643	Aires	Spn	LOCATION/LUG	NOUN	PROPN	s268
6644	.	Spn	O	.	PUNCT	s268
6645	A	Spn	O	ADP	ADP	s269
6646	una	Spn	O	DET	DET	s269
6647	manzana	Spn	O	NOUN	NOUN	s269
6648	de	Spn	O	ADP	ADP	s269
6649	esta	Spn	O	DET	DET	s269
6650	ventana	Spn	O	NOUN	NOUN	s269
6651	,	Spn	O	.	PUNCT	s269
6652	where	Eng	O	ADV	ADV	s269
6653	I’m	Eng	O/ORG	PRON	PRON	s269
6654	sitting	Eng	O/ORG	VERB	VERB	s269
6655	.	Eng	O	.	PUNCT	s269
6656	It	Eng	O	PRON	PRON	s270
6657	must	Eng	O	VERB	AUX	s270
6658	be	Eng	O	VERB	VERB	s270
6659	feeding	Eng	O	ADJ	ADJ	s270
6660	time.III	Eng	O	X	X	s270
6661	QUOTE-SYMBOL	Eng	O	.	PUNCT	s271
6662	El	Spn	O	DET	DET	s271
6663	Chino	Spn	O/ORG	NOUN	PROPN	s271
6664	QUOTE-SYMBOL	Spn	O	.	PUNCT	s271
6665	Crónica	Spn	O	NOUN	NOUN	s271
6666	23	Num	O	NUM	NUM	s271
6667	marzo	Spn	O	NOUN	NOUN	s271
6668	2001	Num	O	NUM	NUM	s271
6669	Buenos	Spn	LOCATION/LUG	NOUN	PROPN	s271
6670	Aires	Spn	LOCATION/LUG	NOUN	PROPN	s271
6671	For	Eng	O/LUG	ADP	ADP	s272
6672	Pablo	Spn	O/LUG	NOUN	PROPN	s272
6673	QUOTE-SYMBOL	Spn	O	.	PUNCT	s272
6674	Hugo	Eng	O/LUG	NOUN	PROPN	s272
6675	QUOTE-SYMBOL	Eng	O	.	PUNCT	s272
6676	Zambrano	Spn	PERSON/O	NOUN	NOUN	s272
6677	and	Eng	O	CONJ	CCONJ	s272
6678	for	Eng	O	ADP	ADP	s272
6679	Raphael	Eng	PERSON/PERS	NOUN	PROPN	s272
6680	Kadushin	Eng	PERSON/PERS	NOUN	PROPN	s272
6681	,	Eng	O	.	PUNCT	s272
6682	Jahrzeit	Eng	O/PERS	NOUN	PROPN	s272
6683	papá	Spn	O	NOUN	NOUN	s272
6684	,	Spn	O	.	PUNCT	s272
6685	Q.E.P.D.	Spn	O	X	X	s272
6686	Debería	Spn	O	VERB	VERB	s273
6687	ser	Spn	O	VERB	VERB	s273
6688	realmente	Spn	O	ADV	ADV	s273
6689	una	Spn	O	DET	DET	s273
6690	creación	Spn	O	NOUN	NOUN	s273
6691	colectiva	Spn	O	ADJ	ADJ	s273
6692	,	Spn	O	.	PUNCT	s273
6693	pienso	Spn	O	VERB	VERB	s273
6694	,	Spn	O	.	PUNCT	s273
6695	thinking	Eng	O	VERB	VERB	s273
6696	about	Eng	O	ADP	ADP	s273
6697	Marina	Spn	PERSON/PERS	NOUN	PROPN	s273
6698	Pianca	Spn	PERSON/PERS	NOUN	PROPN	s273
6699	:	Spn	O	.	PUNCT	s273
6700	apasionada	Spn	O	ADJ	ADJ	s273
6701	,	Spn	O	.	PUNCT	s273
6702	cerebral	Spn	O	ADJ	ADJ	s273
6703	,	Spn	O	.	PUNCT	s273
6704	comprometida	Spn	O	ADJ	ADJ	s273
6705	y	Spn	O	CONJ	CCONJ	s273
6706	exiliada	Spn	O	ADJ	ADJ	s273
6707	argentina	Spn	O	ADJ	ADJ	s273
6708	,	Spn	O	.	PUNCT	s273
6709	docente	Spn	O	NOUN	NOUN	s273
6710	universitaria	Spn	O	ADJ	ADJ	s273
6711	de	Spn	O	ADP	ADP	s273
6712	teatro	Spn	O	NOUN	NOUN	s273
6713	latinoamericano	Spn	O	ADJ	ADJ	s273
6714	en	Spn	O	ADP	ADP	s273
6715	Califas	Spn	O/LUG	NOUN	PROPN	s273
6716	,	Spn	O	.	PUNCT	s273
6717	a	Spn	O	PRT	PART	s273
6718	principios	Spn	O	ADV	ADV	s273
6719	de	Spn	O	ADP	ADP	s273
6720	esa	Spn	O	DET	DET	s273
6721	década	Spn	O	NOUN	NOUN	s273
6722	ferozmente	Spn	O	ADV	ADV	s273
6723	Studio	Eng	O/ORG	NOUN	PROPN	s273
6724	54	Num	O/ORG	NUM	NUM	s273
6725	,	Num	O	.	PUNCT	s273
6726	ferozmente	Spn	O	ADV	ADV	s273
6727	guerrillera	Spn	O	ADJ	ADJ	s273
6728	that	Eng	O	ADP	ADP	s273
6729	was	Eng	O	VERB	VERB	s273
6730	the	Eng	O	DET	DET	s273
6731	80s	Spn	O	X	X	s273
6732	.	Spn	O	.	PUNCT	s273
6733	La	Spn	O	DET	DET	s274
6734	QUOTE-SYMBOL	Spn	O	.	PUNCT	s274
6735	creación	Spn	O	NOUN	NOUN	s274
6736	colectiva	Spn	O	ADJ	ADJ	s274
6737	QUOTE-SYMBOL	Spn	O	.	PUNCT	s274
6738	was	Eng	O	VERB	VERB	s274
6739	one	Eng	O	NOUN	NOUN	s274
6740	of	Eng	O	ADP	ADP	s274
6741	her	Eng	O	DET	DET	s274
6742	favorite	Eng	O	ADJ	ADJ	s274
6743	terms	Eng	O	NOUN	NOUN	s274
6744	,	Eng	O	.	PUNCT	s274
6745	remember	Eng	O	VERB	VERB	s274
6746	Elbita	Spn	PERSON/LUG	NOUN	PROPN	s274
6747	?	Spn	O	.	PUNCT	s274
6748	Remember	Eng	O/ORG	VERB	VERB	s275
6749	Cosme	Spn	PERSON/ORG	NOUN	PROPN	s275
6750	?	Spn	O	.	PUNCT	s275
6751	Remember	Eng	O	VERB	VERB	s276
6752	Lydia	Spn	PERSON/PERS	NOUN	PROPN	s276
6753	?	Spn	O	.	PUNCT	s276
6754	Digo	Spn	O	VERB	VERB	s277
6755	,	Spn	O	.	PUNCT	s277
6756	para	Spn	O	ADP	ADP	s277
6757	explicar	Spn	O	VERB	VERB	s277
6758	el	Spn	O	DET	DET	s277
6759	tipo	Spn	O	NOUN	NOUN	s277
6760	de	Spn	O	ADP	ADP	s277
6761	teatro	Spn	O	NOUN	NOUN	s277
6762	que	Spn	O	CONJ	SCONJ	s277
6763	se	Spn	O	PRT	PART	s277
6764	estaba	Spn	O	VERB	AUX	s277
6765	haciendo	Spn	O	VERB	VERB	s277
6766	en	Spn	O	ADP	ADP	s277
6767	Latinoamérica	Spn	O/LUG	NOUN	PROPN	s277
6768	en	Spn	O	ADP	ADP	s277
6769	los	Spn	O	DET	DET	s277
6770	60s	Spn	O	X	X	s277
6771	and	Eng	O	CONJ	CCONJ	s277
6772	70s	Spn	O	X	X	s277
6773	,	Spn	O	.	PUNCT	s277
6774	also	Eng	O	ADV	ADV	s277
6775	as	Eng	O	ADP	ADP	s277
6776	a	Eng	O	DET	DET	s277
6777	model	Eng	O	NOUN	NOUN	s277
6778	for	Eng	O	ADP	ADP	s277
6779	a	Eng	O	DET	DET	s277
6780	way	Eng	O	NOUN	NOUN	s277
6781	of	Eng	O	ADP	ADP	s277
6782	us	Eng	O	PRON	PRON	s277
6783	working	Eng	O	VERB	VERB	s277
6784	together	Eng	O	ADV	ADV	s277
6785	.	Eng	O	.	PUNCT	s277
6786	Quiero	Spn	O	VERB	AUX	s278
6787	decir	Spn	O	VERB	VERB	s278
6788	THIS	Eng	O	DET	DET	s278
6789	,	Eng	O	.	PUNCT	s278
6790	esto	Spn	O	DET	DET	s278
6791	que	Spn	O	CONJ	SCONJ	s278
6792	estoy	Spn	O	VERB	AUX	s278
6793	escribiendo	Spn	O	VERB	VERB	s278
6794	,	Spn	O	.	PUNCT	s278
6795	estas	Spn	O	DET	DET	s278
6796	crónicas	Spn	O	NOUN	NOUN	s278
6797	—	Spn	O	.	PUNCT	s278
6798	s	Eng	O	X	X	s278
6799	be	Eng	O	VERB	VERB	s278
6800	una	Spn	O	DET	DET	s278
6801	creación	Spn	O	NOUN	NOUN	s278
6802	colectiva	Spn	O	ADJ	ADJ	s278
6803	—	Spn	O	.	PUNCT	s278
6804	a	Eng	O	X	X	s278
6805	I	Eng	O/ORG	PRON	PRON	s278
6806	need	Eng	O/ORG	VERB	VERB	s278
